group_id,label,orbital_period_days,eccentricity,impact_parameter,transit_duration_hours,transit_depth,radius_ratio_rp_rs,inclination_deg,a_over_rs,planet_radius_rearth,semi_major_axis_au,equilibrium_temp_k,insolation_earth,stellar_teff_k,stellar_logg_cgs,stellar_metallicity_dex,stellar_radius_rsun,stellar_mass_msun
BD+20 594 b,1,41.6855,0.0,,,490.0,,89.55,55.8,2.57807,,,,5766.0,4.5,-0.15,1.08,1.67
EPIC 201170410.02,1,6.7987,0.0,0.46,,,0.034,89.0025,,1.047,0.0349,,,3648.0,4.999,-0.048,0.282,0.287
EPIC 201238110 b,1,28.1656,,0.24,,,0.0458,,,1.87,,,,,,,,0.41
EPIC 201257461.01,0,50.285869,,0.95,12.62,1840.0,0.05345,,,3.47,,,,4859.0,,,0.74,
EPIC 201324549.01,0,2.519386,,,1.584,2036.0,0.089,,5.22,19.6,,,,,,,2.03,
EPIC 201427007 b,1,0.72091,,,,,0.0142,88.5,3.1,1.5,,,,5633.0,4.4,-0.053,0.94,
EPIC 201497682 b,1,2.13174,,0.21,,,0.0115,,,0.692,,,,,,,,0.78
EPIC 201555883.01,0,,,,,,,,,,,,,4419.0,,-0.98,0.52,
EPIC 201569483.01,0,5.7968861,,0.73,2.57,94300.0,0.3232,,,24.2,,,,4721.0,,,0.72,
EPIC 201595106 b,1,0.87724,0.0,0.814,,,0.0147,78.2,,1.565,0.0177,2038.0,2852.0,5679.0,4.435,0.01,0.98,0.958
EPIC 201615463 c,1,3.80464,,0.61,,,0.0093,,,1.22,,,,,,,,1.073
EPIC 201649426.01,0,27.770388,,0.77,3.14,106000.0,0.3722,,,25.1,,,,4598.0,,,0.71,
EPIC 201754305 d,1,2.71578,,0.21,,,0.015,,,1.03,,,,,,,,0.67
EPIC 201757695.02,1,2.0478,0.0,0.12,,,0.0127,89.2757,,0.90819,0.0296,,,4520.0,4.659,-0.003,0.655,0.727
EPIC 201779067.01,0,27.242808,,,6.5664,37137.0,0.336,,26.77,93.0,,,,,,,2.54,
EPIC 201833600 c,1,3.96151,,0.4,,,0.0168,,,1.0,,,,,,,,0.611
EPIC 201841433 b,1,4.1698,,0.21,,,0.0152,89.001,,1.04,0.035,,,5053.0,4.595,0.0,0.628461,0.802
EPIC 201928106.01,0,1.19478,,,7.104,,0.0644,,,1.65,,,,3671.0,5.053,,0.235,
EPIC 201929294.01,0,,,,,,,,,,,,,4786.0,,-0.16,0.7,
EPIC 202059377.01,0,1.57753,,,0.0,,0.13,,,26.0,,,,7747.0,4.08,,1.93,
EPIC 202071645.01,0,23.7782,,,5.0712,,0.44,,,98.0,,,,7498.0,4.03,,2.09,
EPIC 202126887.01,0,12.866412,,,3.12,31311.0,0.342,,25.83,61.0,,,,,,,1.642,
EPIC 202126888.01,0,1.84617,,,3.0,,0.0947,,,2.14,,,,3252.0,5.08,,0.21,
EPIC 202963882.01,0,0.6308,,,,55199.99999999999,,,,,,,,,,,,
EPIC 203476597.01,0,1.4408,,,,16400.0,,,,,,,,4154.0,,,1.58859,
EPIC 203485624.01,0,0.841202,,,0.0,,0.333,,,82.0,,,,6237.0,3.85,,2.31,
EPIC 203581469.01,0,22.7984,,,2.1288,,0.056,,,9.0,,,,6195.0,4.18,,1.37,
EPIC 203692610.01,0,1.8204,,,,5000.0,,,,,,,,3112.0,4.72526,,0.5139,0.511624
EPIC 203710387.01,0,2.809,,,,47300.00000000001,,,,,,,,2901.0,4.75991,,0.474383,0.472176
EPIC 203823381.01,0,8.2781,,,,2600.0,,,,,,,,6520.0,,-0.0664,,
EPIC 203849738.01,0,0.6199,,,,25200.0,,,,,,,,2978.0,4.65423,,0.596423,0.585161
EPIC 203868608.01,0,4.5417,,,,71900.0,,,,,,,,2897.0,4.61636,,0.641751,0.620907
EPIC 204043888.01,0,1.486243,,,3.19488,,0.28,,,58.0,,,,5991.0,3.984,,1.87,
EPIC 204143627.01,0,1.124,,,,6200.0,,,,,,,,3074.0,4.73262,,0.50547,0.503436
EPIC 204165788.01,0,0.7474,,,,1700.0000000000002,,,,,,,,,,,,
EPIC 204364515.01,0,1.4562,,,,16500.0,,,,,,,,,,,,
EPIC 204432860.01,0,2.8742,,,,7300.0,,,,,,,,3648.0,,,1.41662,
EPIC 204506777.01,0,1.6281,,,,14900.0,,,,,,,,5691.0,3.56677,,2.74444,1.013
EPIC 204760247.01,0,9.2048,,,,147900.0,,,,,,,,11886.0,3.82208,,3.61562,3.165
EPIC 204873331.01,0,1.3178719,,,1.872,19780.0,0.286,,4.28,62.0,,,,,,,1.975,
EPIC 204882444.01,0,1.1488,,,,9800.0,,,,,,,,3429.0,4.07241,,0.984957,0.418
EPIC 205046529.01,0,1.8361,,,,5500.0,,,,,,,,,,,,
EPIC 205064326.01,0,8.02335,,,4.488,5030.0,0.153,,7.28,86.0,,,,,,,5.13,
EPIC 205148699.01,0,4.377339,,,4.5888,33397.0,0.1727,,8.088,31.9,,,,,,,1.691,
EPIC 205483258.01,0,5.6683,,,,64900.0,,,,,,,,3521.0,4.14993,,0.956267,0.471
EPIC 205703094.03,0,24.9922,,,5.208,,0.28,,,36.0,,,,6040.0,4.32,,1.2,
EPIC 205950854 c,1,8.050722,,0.064,,,0.01258,89.81,16.18,1.31,,960.6,,5502.7,,,0.83,0.877
EPIC 205979483.01,0,12.4292,,,,,,90.0,,1.1126,0.0974,,53.836,5414.0,4.595,-0.028,0.814,0.945
EPIC 205990339.01,0,19.44212,,,2.27904,,0.63,,,22.0,,,,3864.0,4.91,,0.35,
EPIC 206024342 b,1,4.50756,,0.7,,,0.0147,,,1.7,,,,,,,,0.928
EPIC 206024342 c,1,0.911724,,,,,0.0117,91.7,4.7,1.4,,,,5724.0,4.5,-0.22,1.1,
EPIC 206024342 d,1,14.647531,,,,,0.0217,90.0,29.0,2.6,,,,5724.0,4.5,-0.22,1.1,
EPIC 206032309 b,1,2.87814,,0.26,,,0.0405,,,1.01,,,,,,,,0.221
EPIC 206042996 b,1,5.2986,,,,,0.0303,90.5,16.0,1.7,,,,4114.0,4.8,0.006,0.5,
EPIC 206042996 c,1,0.354884,,,,,0.0223,89.9,2.6,1.2,,,,4114.0,4.8,0.006,0.5,
EPIC 206065006.01,0,25.2768,,,2.7096,,0.45,,,25.0,,,,4215.0,4.758,,0.52,
EPIC 206215704 b,1,2.255436,,,,,0.0383,89.9,17.0,1.0,,,,3297.0,4.9,-0.33,0.25,
EPIC 206267115.01,0,1.35823,,,12.312,,0.01376,,,1.44,,,,5675.0,4.45,,0.95,
EPIC 206317286 b,1,1.58252,,0.57,,,0.0133,,,0.96,,,,,,,,0.711
EPIC 206317286 c,1,17.515472,,0.268,,,0.0253,,34.54,2.094,,,,4752.0,4.596,0.019,0.758,0.832
EPIC 207517400.01,0,6.3878,,,3.6504,,0.47,,,65.0,,,,6668.0,4.331,,1.25,
EPIC 210401157.01,0,1.3155918,,,2.196,37330.0,0.2082,,4.17,38.3,,,,,,,1.69,
EPIC 210414957.01,0,0.96997227,,,2.191,5490.0,,,,,,,,5401.0,,,,
EPIC 210513446.01,0,1.14907861,,,1.856,26240.0,,,,,,,,5324.24,,-0.652,1.00567,
EPIC 210744674.01,0,25.219709,,,3.3,35138.0,0.347,,49.03,87.0,,,,,,,2.29,
EPIC 210754505.01,0,0.87052967,,,1.502,1820.0,,,,,,,,6121.0,4.16573,-0.0666,1.47366,1.16
EPIC 210789323.01,0,29.12555,,,2.74704,,0.5,,,205.0,,,,4936.0,3.28,,3.9,
EPIC 210827030.01,0,0.5111,,,,7100.0,,,,,,,,3092.0,5.03845,,0.214796,0.183836
EPIC 210954046.01,0,0.950356,,,,,0.0677,74.3,2.9,6.94,,,,6125.0,3.0,0.0,0.94,
EPIC 211082420.01,0,2.4616,,,,75300.0,,,,,,,,9962.0,4.11227,,2.32365,2.55
EPIC 211093684.01,0,7.0502,,,,36700.0,,,,,,,,4947.69,4.65197,0.0513,0.705709,0.815
EPIC 211397774.01,0,0.967865,,,2.5128,149235.0,,,,,,,,5255.0,4.417,,0.97198,0.9
EPIC 211402878.01,0,25.23658,,,3.4248,131088.0,,,,,,,,3777.0,4.56823,,0.701898,0.664837
EPIC 211408138.01,0,10.337864,,,7.0896,50598.0,,,,,,,,6281.0,,-0.16,1.96735,
EPIC 211409299.01,0,13.919301,,,4.8864,126507.0,,,,,,,,5330.07,4.19884,0.1992,1.2633,0.92
EPIC 211411891.01,0,0.954863,,,2.2272,122533.0,,,,,,,,5544.91,4.49537,0.041,0.926751,0.98
EPIC 211422822.01,0,0.554633,,,1.3128,26770.0,,,,,,,,4729.0,4.362,,0.951566,0.76
EPIC 211425822.01,0,2.153178,,,2.6736,161675.0,,,,,,,,5523.0,4.42712,,0.997379,0.97
EPIC 211429934.01,0,0.565934,,,1.9608,76907.0,,,,,,,,5309.0,4.01449,,1.55349,0.91
EPIC 211430148.01,0,15.091257,,,4.1544,387212.00000000006,,,,,,,,5369.0,4.02323,,1.55474,0.93
EPIC 211431013.01,0,3.102398,,,6.18,116056.00000000001,,,,,,,,5483.32,3.88435,0.034,1.85351,0.96
EPIC 211432167.01,0,5.817737,,,2.8848,9442.0,,,,,,,,6290.85,3.56404,-0.2292,3.03613,1.232
EPIC 211432176.01,0,5.817854,,,2.88,9632.0,,,,,,,,,,,,
EPIC 211432946.01,0,1.671965,,,2.1528,321572.00000000006,,,,,,,,3243.0,4.75171,,0.483697,0.481713
EPIC 211449931.01,0,6.663685,,,2.6208,77241.0,,,,,,,,5691.67,4.39416,-0.4385,1.05709,1.01
EPIC 211452175.01,0,11.114394,,,6.2304,140535.0,,,,,,,,5904.69,3.69039,-0.657,2.44643,1.07
EPIC 211453076.01,0,0.524461,,,1.7136,8800.0,,,,,,,,3112.0,5.06358,,0.200172,0.169168
EPIC 211453223.01,0,9.056947,,,3.3336,228283.0,,,,,,,,4942.0,4.2978,,1.05773,0.81
EPIC 211468153.01,0,0.737735,,,1.9608,293171.0,,,,,,,,4908.37,3.97144,-0.004,1.53058,0.8
EPIC 211471048.01,0,0.799768,,,3.5976,368061.99999999994,,,,,,,,8175.71,4.29318,-0.307,1.67093,2.0
EPIC 211477347.01,0,1.641114,,,4.404,232835.0,,,,,,,,8231.0,4.65708,,1.10451,2.02
EPIC 211490299.01,0,0.555516,,,1.4784,125677.0,,,,,,,,,,,,
EPIC 211492541.01,0,1.031746,,,5.5512,13062.0,,,,,,,,7598.94,4.1513,-0.1772,1.85084,1.77
EPIC 211493669.01,0,0.58337,,,1.164,16936.0,,,,,,,,5802.79,4.71327,0.34,0.742872,1.04
EPIC 211509665.01,0,3.247194,,,4.704,274993.0,,,,,,,,5581.0,4.29641,,1.17125,0.99
EPIC 211524114.01,0,0.715676,,,1.248,1668.0,,,,,,,,4476.31,,0.2198,7.82356,
EPIC 211524558.01,0,0.546969,,,1.9608,496880.0,,,,,,,,5162.92,4.38094,-0.4212,0.996147,0.87
EPIC 211526186.01,0,0.682618,,,1.1688,10943.0,,,,,,,,6120.16,3.61756,-0.1733,2.77001,1.16
EPIC 211534342.01,0,0.512702,,,1.8024,259506.0,,,,,,,,4513.0,4.28207,,1.00839,0.71
EPIC 211535481.01,0,0.539696,,,1.7448,101331.0,,,,,,,,,,,,
EPIC 211538193.01,0,0.597258,,,1.9608,250566.0,,,,,,,,5374.42,4.06755,-0.206,1.47741,0.93
EPIC 211540348.01,0,0.620388,,,1.9608,497678.0,,,,,,,,7577.62,4.34034,-0.4425,1.48463,1.76
EPIC 211563123.01,0,17.325857,,,8.5152,334820.0,,,,,,,,6047.27,3.51759,-0.383,3.05384,1.12
EPIC 211572480.01,0,6.2043,,,,,,,,1.8527,0.0661,,,,,,,
EPIC 211589784.01,0,1.359386,,,1.8408,92013.0,,,,,,,,5723.55,4.23049,0.0412,1.28259,1.02
EPIC 211600389.01,0,0.630717,,,1.9608,163414.0,,,,,,,,6591.15,4.18015,-0.6286,1.57514,1.37
EPIC 211600632.01,0,0.630718,,,1.9608,164031.99999999997,,,,,,,,,,,,
EPIC 211604981.01,0,12.427163,,,5.3784,16631.0,,,,,,,,6435.2,3.7925,-0.2312,2.39747,1.3
EPIC 211607670.01,0,1.348851,,,3.8016,217820.0,,,,,,,,6311.4,4.24688,-0.2147,1.38773,1.24
EPIC 211607804.01,0,1.490219,,,3.924,733824.9999999999,,,,,,,,7175.46,4.16698,-0.397,1.72824,1.6
EPIC 211613886.01,0,0.9587591,,,1.776,16259.999999999998,0.308,,3.383,39.0,,,,,,,1.171,
EPIC 211619120.01,0,11.100314,,,12.5808,123582.0,,,,,,,,4928.18,,-0.3181,3.70395,
EPIC 211621644.01,0,0.921358,,,1.6656,127918.0,,,,,,,,5255.22,4.16118,0.08,1.30486,0.9
EPIC 211621961.01,0,11.078847,,,14.328,121654.0,,,,,,,,5162.0,,,1.9631,
EPIC 211625003.01,0,0.530431,,,1.9608,409431.0,,,,,,,,5666.31,4.09583,-0.0824,1.49032,1.01
EPIC 211626490.01,0,0.747734,,,1.9608,287143.0,,,,,,,,8498.37,4.32425,-0.426,1.65596,2.11
EPIC 211630537.01,0,0.69719,,,1.8552,34039.0,,,,,,,,5535.52,4.0963,0.099,1.45971,0.97
EPIC 211631904.01,0,0.884004,,,2.1168,391961.0,,,,,,,,5119.55,4.63135,-0.238,0.742353,0.86
EPIC 211638883.01,0,0.543877,,,0.6768,659.0,,,,,,,,6177.78,4.24133,-0.4486,1.36241,1.18
EPIC 211639283.01,0,6.741846,,,7.248,55296.0,,,,,,,,4861.09,,-0.013,2.13528,
EPIC 211644647.01,0,2.044175,,,7.1472,71960.0,,,,,,,,5480.16,3.62471,-0.5084,2.49927,0.96
EPIC 211651743.01,0,0.516235,,,1.9608,111574.00000000001,,,,,,,,7701.0,4.05568,,2.08947,1.81
EPIC 211662047.01,0,0.635238,,,1.5288,126462.0,,,,,,,,4743.31,4.39196,-0.434,0.919305,0.76
EPIC 211663508.01,0,0.544418,,,1.9512,434869.0,,,,,,,,5076.71,4.30977,-0.036,1.06871,0.85
EPIC 211664543.01,0,0.698333,,,1.32,106428.99999999999,,,,,,,,4081.0,4.59923,,0.664517,0.64
EPIC 211705502.01,0,2.5819,,,,,,,,1.9422,0.0368,,,,,,,
EPIC 211705654.01,0,2.5331,,,,1700.0000000000002,,,,,,,,5301.32,4.02194,0.239,1.54022,0.91
EPIC 211710534.01,0,3.022569,,,3.384,56458.00000000001,,,,,,,,6481.66,4.0052,-0.613,1.89113,1.32
EPIC 211718105.01,0,2.958763,,,5.7864,176980.0,,,,,,,,5935.86,3.72999,-0.462,2.34828,1.08
EPIC 211721325.01,0,1.052364,,,2.8296,348537.00000000006,,,,,,,,5157.0,4.286,,1.1112,0.87
EPIC 211732801.01,0,2.131554,,,4.0656,68562.0,,,,,,,,6147.31,3.72939,-0.191,2.44273,1.167
EPIC 211737652.01,0,2.46819,,,5.8848,483890.0,,,,,,,,8315.0,4.92436,,0.817957,2.05
EPIC 211738534.01,0,0.56802,,,3.3336,13803.0,,,,,,,,3385.0,4.78052,,0.451115,0.447745
EPIC 211744153.01,0,4.612166,,,1.5936,5543.0,,,,,,,,5444.37,,-1.198,2.82645,
EPIC 211750072.01,0,0.595558,,,1.692,51711.0,,,,,,,,5854.74,4.3011,-0.319,1.20541,1.06
EPIC 211759163.01,0,0.595667,,,1.488,129606.99999999999,,,,,,,,,,,,
EPIC 211764271.01,0,3.576744,,,2.9328,68508.0,,,,,,,,5896.1,4.23348,0.0603,1.30914,1.07
EPIC 211764373.01,0,3.57678,,,2.6664,31467.0,,,,,,,,5474.0,4.47964,,0.934009,0.96
EPIC 211768007.01,0,0.542912,,,1.7952,120269.99999999999,,,,,,,,5974.29,3.77362,-0.6088,2.25382,1.1
EPIC 211770390.01,0,3.79018,,,5.9256,52183.0,,,,,,,,5762.0,,,,
EPIC 211804579.01,0,1.5235,,,,600.0,,,,,,,,5735.72,4.49249,0.2322,0.950472,1.024
EPIC 211807456.01,0,0.504961,,,1.8144,291504.0,,,,,,,,5169.0,4.46826,,0.906039,0.88
EPIC 211809568.01,0,0.593274,,,1.9608,636988.0,,,,,,,,5557.0,4.36492,,1.07692,0.98
EPIC 211812160.01,0,1.085097,,,2.1552,31652.999999999996,,,,,,,,6503.37,3.61442,-0.2731,2.97681,1.33
EPIC 211814733.01,0,14.707213,,,2.1408,4206.0,,,,,,,,5167.0,,,2.19732,
EPIC 211822797 b,1,21.1701963,,0.38,,,0.0303,,44.37,1.92,0.1195,431.0,,4057.0,4.7,0.2,0.58,0.62
EPIC 211822953.01,0,1.549381,,,1.6416,92689.0,,,,,,,,3570.0,4.70154,,0.541211,0.537281
EPIC 211828142.01,0,20.180269,,,2.8608,395334.0,,,,,,,,3380.0,4.8817,,0.342147,0.32513
EPIC 211829982.01,0,5.803439,,,3.9072,627831.0,,,,,,,,5029.0,4.35546,,1.00796,0.84
EPIC 211831378.01,0,3.48928,,,,,0.015,88.87,14.05,0.91,,,,3742.0,4.58372,,0.682132,0.650711
EPIC 211838158.01,0,0.575349,,,1.9608,522455.0,,,,,,,,5033.0,4.32349,,1.04575,0.84
EPIC 211839430.01,0,2.612938,,,9.1512,114984.0,,,,,,,,5014.02,,0.0857,4.77742,
EPIC 211839462.01,0,2.612804,,,8.8344,91385.0,,,,,,,,5987.0,3.35558,,3.64705,1.1
EPIC 211841496.01,0,0.522199,,,1.6224,35912.0,,,,,,,,,,,,
EPIC 211852187.01,0,14.343042,,,1.464,110696.0,,,,,,,,3260.0,4.80422,,0.424653,0.419009
EPIC 211858408.01,0,0.628876,,,1.9608,109867.00000000001,,,,,,,,6688.0,4.24194,,1.49352,1.42
EPIC 211858489.01,0,0.636109,,,0.696,1465.0,,,,,,,,6100.77,4.0605,-0.369,1.65628,1.15
EPIC 211885185.01,0,4.397187,,,5.8848,203447.0,,,,,,,,6090.0,4.02887,,1.71021,1.14
EPIC 211906940.01,0,0.526316,,,1.0032,364733.0,,,,,,,,4397.0,,,,
EPIC 211910237.01,0,1.108972,,,1.824,37369.0,,,,,,,,,,,,
EPIC 211914718.01,0,0.582017,,,1.9608,376942.0,,,,,,,,5385.55,4.35439,-0.3221,1.06418,0.934
EPIC 211915147.01,0,1.810708,,,3.0408,35675.0,,,,,,,,6805.0,3.86952,,2.32513,1.46
EPIC 211919555.01,0,9.484994,,,14.6352,82338.0,,,,,,,,,,,,
EPIC 211919842.01,0,9.510911,,,9.8088,7834.0,,,,,,,,3941.0,4.4422,,0.777317,0.61
EPIC 211920462.01,0,9.516793,,,9.8088,408803.0,,,,,,,,,,,,
EPIC 211920528.01,0,9.48658,,,10.4184,2153.0,,,,,,,,6119.69,4.00394,-0.4633,1.76772,1.15
EPIC 211920604.01,0,9.487929,,,12.0744,8783.0,,,,,,,,6214.0,3.6707,,2.65019,1.2
EPIC 211920811.01,0,9.49259,,,10.86,4713.0,,,,,,,,4645.01,,0.193,7.25626,
EPIC 211928959.01,0,0.858462,,,2.028,248568.0,,,,,,,,4467.0,4.43376,,0.840819,0.7
EPIC 211934173.01,0,0.520451,,,0.6216,34196.0,,,,,,,,,,,,
EPIC 211942157.01,0,1.324292,,,5.8848,249317.0,,,,,,,,7114.0,3.77025,,2.71166,1.58
EPIC 211945201 b,1,19.49221,,0.58,,,0.0379,,35.63,5.76,0.1493,817.0,,6069.0,4.22,0.1,1.39,1.17
EPIC 211946007.01,0,1.982809,,,1.3632,213762.0,,,,,,,,3330.0,4.958,,0.291,
EPIC 211955798.01,0,0.616444,,,0.696,5674.0,,,,,,,,4937.26,4.59535,0.043,0.750931,0.81
EPIC 211964001.01,0,7.218071,,,4.7832,32035.0,,,,,,,,6727.06,4.14708,0.2329,1.67346,1.433
EPIC 211964025.01,0,7.219626,,,4.884,31796.000000000004,,,,,,,,8075.0,3.91392,0.528,2.55977,1.96
EPIC 211964555.01,0,7.220943,,,5.2896,34667.0,,,,,,,,3092.0,4.93367,,0.292863,0.268495
EPIC 211970234.01,0,1.4835,,,,,0.068,88.02,13.42,1.41,,,,3200.0,4.9064,,0.317944,0.297189
EPIC 211972086.01,0,6.0162,,,,152200.0,,,,,,,,3249.0,4.82637,,0.400314,0.391835
EPIC 211972837.01,0,1.092917,,,3.7584,1355446.0,,,,,,,,7226.47,4.14565,-0.339,1.78223,1.62
EPIC 212002525.01,0,11.6158,,,,88300.0,,,,,,,,3189.0,4.88475,,0.339085,0.32159
EPIC 212009427.01,0,0.77845,,,,3900.0,,,,,,,,3859.0,4.42916,,0.779314,0.595
EPIC 212009702.01,0,0.923861,,,3.3168,345965.0,,,,,,,,6235.06,3.96046,-0.36,1.90631,1.21
EPIC 212010565.01,0,2.851451,,,9.3048,992968.9999999999,,,,,,,,7137.0,3.9455,,2.22321,1.59
EPIC 212012387.01,0,3.244126,,,3.8616,405896.0,,,,,,,,4274.11,4.27547,-0.277,0.987047,0.67
EPIC 212019055.01,0,0.821436,,,2.3784,162008.0,,,,,,,,6046.46,4.13261,-0.6383,1.5043,1.12
EPIC 212020442.01,0,3.888853,,,3.108,25872.0,,,,,,,,3693.0,4.5728,,0.696024,0.660661
EPIC 212024647.01,0,3.696871,,,3.0864,124336.0,,,,,,,,6401.57,4.2073,-0.093,1.47855,1.285
EPIC 212026226.01,0,1.769505,,,3.6288,176962.0,,,,,,,,5988.0,4.34462,,1.16794,1.1
EPIC 212037403.01,0,3.40819,,,2.8584,164327.0,,,,,,,,5416.13,4.55423,0.189,0.849526,0.943
EPIC 212039539.01,0,2.22982,,,5.34,247831.0,,,,,,,,7391.0,3.95746,,2.26072,1.69
EPIC 212044495.01,0,1.830767,,,2.8488,157032.0,,,,,,,,6141.42,4.51379,0.057,0.98712,1.16
EPIC 212048503.01,0,0.617674,,,1.9608,598171.0,,,,,,,,5271.68,4.30878,-0.0634,1.10095,0.9
EPIC 212053988.01,0,0.579309,,,1.9608,471689.0,,,,,,,,4888.0,4.34193,,0.999114,0.8
EPIC 212060710.01,0,1.204338,,,2.5368,406462.99999999994,,,,,,,,5633.43,4.52269,-0.226,0.907171,1.0
EPIC 212060895.01,0,0.604228,,,1.6896,196260.0,,,,,,,,,,,,
EPIC 212066805.01,0,0.816734,,,1.212,5074.999999999999,,,,,,,,6318.08,4.02502,-0.211,1.79519,1.245
EPIC 212069706.01,0,0.547674,,,0.5736,1629.0,,,,,,,,4926.69,4.55541,0.0285,0.786265,0.81
EPIC 212071939.01,0,1.743013,,,5.8848,470271.0,,,,,,,,7935.6,3.7763,-0.28,2.95299,1.9
EPIC 212075294.01,0,0.55082,,,1.8936,319979.0,,,,,,,,,,,,
EPIC 212075842.01,0,1.153456,,,4.9728,128377.0,,,,,,,,5378.01,,-0.598,2.96865,
EPIC 212082682.01,0,3.797473,,,2.5968,118402.0,,,,,,,,5024.68,4.57184,-0.3736,0.785698,0.84
EPIC 212083250.01,0,0.518748,,,1.9608,157737.0,,,,,,,,6490.0,4.32611,,1.31192,1.33
EPIC 212083455.01,0,0.518754,,,0.8256,228.0,,,,,,,,5514.41,4.53621,-0.281,0.878754,0.968
EPIC 212085654.01,0,0.98972,,,2.7072,168919.0,,,,,,,,5424.29,4.29798,0.1621,1.13922,0.94
EPIC 212085740.01,0,4.845561,,,2.7888,77469.0,,,,,,,,5723.1,4.32206,-0.178,1.15426,1.02
EPIC 212086717.01,0,0.643142,,,1.9608,450377.0,,,,,,,,5412.54,4.36509,0.162,1.05452,0.94
EPIC 212109233.01,0,1.991357,,,3.0216,96349.0,,,,,,,,6118.76,4.29746,-0.1595,1.26082,1.15
EPIC 212110007.01,0,16.709659,,,3.2952,112830.0,,,,,,,,5018.76,4.27453,-0.257,1.09979,0.83
EPIC 212115388.01,0,1.488249,,,1.8144,48367.00000000001,,,,,,,,4080.0,4.25797,,0.982781,0.638
EPIC 212116340.01,0,0.610205,,,1.9608,136330.0,,,,,,,,5470.83,,-0.234,1.18417,
EPIC 212117087.01,0,1.07639,,,2.9088,91275.0,,,,,,,,6523.0,4.15682,,1.6002,1.34
EPIC 212154158.01,0,1.023613,,,5.1024,11010.0,,,,,,,,6658.58,3.63727,0.194,2.97485,1.4
EPIC 212163353.01,0,5.173531,,,3.2064,58580.0,,,,,,,,5188.24,4.2635,-0.1769,1.14689,0.88
EPIC 212171851.01,0,5.489456,,,14.316,370025.0,,,,,,,,5151.0,,,3.27338,
EPIC 212175087.01,0,0.699705,,,4.74,244959.0,,,,,,,,6804.44,3.95889,-0.0707,2.09781,1.46
EPIC 212181307.01,0,0.555317,,,1.9608,416594.0,,,,,,,,5295.0,4.33146,,1.07851,0.91
EPIC 212181460.01,0,0.569192,,,1.9608,276502.0,,,,,,,,6510.0,4.20163,,1.51974,1.34
EPIC 212182233.01,0,0.751394,,,1.9608,628169.0,,,,,,,,5480.0,4.21057,,1.27317,0.96
EPIC 212207194.01,0,9.148701,,,5.46,119700.0,,,,,,,,6072.0,3.97029,,1.8215,1.13
EPIC 212208163.01,0,2.724469,,,5.8848,665629.0,,,,,,,,6707.0,4.18091,,1.60222,1.42
